2024-01-18 22:50:40 UTC time; Aircraft: MM-670-19;  exp. wind estimation
Latitude [deg];Longitude [deg];Altitude AMSL [m];Temperature [dF];Dew Point [dF];Relative Humidity [perc];Air Pressure [hPa];Wind Speed [m/s];Wind direction [deg];Wind gusts [m/s];ct2 [log_{10}K^2m^{-2/3}];cn2 [log_{10}m^{-2/3}];Speed of Sound [m/s];Sound Damping [dB/100m];Refractivity [N];Refractivity Gradient [dN/km];Modified Refractivity [M];Modified Refractivity Gradient [dM/km];Latent Heat Flux [W/m^2];Sensible Heat Flux [W/m^2]
47.5733947;9.0468587;1575.4;16.91;14.04;88.57;830.5;3.1;89.3;3.5;0.2;0.0;326.1;12.7;257.6;-33.9;439.9;122.9;2.3;8.9
47.5733947;9.0468587;1577.8;16.89;14.02;88.55;830.2;3.1;90.8;3.6;2.2;0.0;326.0;12.7;257.5;-37.8;440.2;118.9;1.2;3.9
47.5733947;9.0468587;1580.3;16.89;14.00;88.47;830.0;3.1;91.4;3.6;2.8;0.0;326.0;12.7;257.4;-32.4;440.5;124.4;1.4;-0.0
47.5733947;9.0468587;1583.4;16.86;13.97;88.49;829.6;3.1;91.8;3.6;0.5;0.0;326.0;12.7;257.3;-32.9;440.9;123.9;1.8;7.0
47.5733947;9.0468587;1585.4;16.83;13.95;88.55;829.4;3.1;91.9;3.6;0.1;0.0;326.0;12.7;257.2;-28.7;441.1;128.1;1.0;9.4
47.5733947;9.0468587;1588.3;16.80;13.93;88.55;829.2;3.2;92.3;3.6;0.2;0.0;326.0;12.7;257.1;-24.2;441.5;132.6;1.7;5.5
47.5733947;9.0468587;1590.3;16.79;13.91;88.50;828.9;3.2;92.4;3.6;1.9;0.0;326.0;12.7;257.1;-35.9;441.7;120.9;2.1;3.1
47.5733947;9.0468587;1592.9;16.77;13.88;88.51;828.7;3.2;92.5;3.6;0.9;0.0;326.0;12.7;257.0;-31.3;442.1;125.4;1.3;5.3
47.5733947;9.0468587;1595.5;16.75;13.86;88.48;828.3;3.2;92.8;3.6;4.1;0.0;326.0;12.6;256.9;-48.6;442.4;108.2;1.5;4.3
47.5733947;9.0468587;1597.5;16.74;13.84;88.42;828.0;3.2;93.4;3.7;5.7;0.0;326.0;12.6;256.8;-48.1;442.6;108.6;1.5;1.5
47.5733947;9.0468587;1600.5;16.72;13.82;88.42;827.7;3.3;93.9;3.7;0.6;0.0;326.0;12.6;256.7;-26.1;443.0;130.7;1.1;4.2
47.5733947;9.0468587;1602.9;16.69;13.80;88.45;827.5;3.3;94.5;3.7;0.0;0.0;326.0;12.6;256.6;-25.0;443.3;131.8;1.6;7.7
47.5733947;9.0468587;1605.3;16.67;13.77;88.46;827.3;3.4;95.9;3.7;0.0;0.0;326.0;12.6;256.6;-22.3;443.6;134.5;1.8;6.4
47.5733947;9.0468587;1608.0;16.65;13.75;88.44;827.1;3.5;96.8;3.8;0.7;0.0;326.0;12.6;256.5;-26.1;444.0;130.7;1.5;3.6
47.5733947;9.0468587;1610.5;16.65;13.73;88.37;826.8;3.5;97.3;3.8;4.2;0.0;326.0;12.6;256.4;-37.0;444.3;119.8;0.8;-0.0
47.5733947;9.0468587;1612.6;16.64;13.72;88.36;826.6;3.5;98.0;3.8;2.2;0.0;326.0;12.6;256.3;-39.2;444.5;117.6;1.4;4.6
47.5733947;9.0468587;1615.5;16.62;13.69;88.31;826.2;3.6;98.7;3.8;3.8;0.0;326.0;12.6;256.2;-44.5;444.8;112.3;1.5;3.2
47.5733947;9.0468587;1617.5;16.61;13.68;88.32;825.9;3.6;98.4;3.8;1.1;0.0;325.9;12.6;256.1;-29.7;445.1;127.1;0.8;4.6
47.5733947;9.0468587;1620.5;16.57;13.65;88.33;825.7;3.6;97.7;3.9;0.1;0.0;325.9;12.6;256.1;-23.8;445.5;133.0;1.8;6.1
47.5733947;9.0468587;1622.6;16.56;13.63;88.30;825.5;3.6;97.0;3.9;1.1;0.0;325.9;12.6;256.0;-32.6;445.7;124.2;1.9;4.6
47.5733947;9.0468587;1625.5;16.53;13.60;88.32;825.2;3.6;95.8;3.8;1.2;0.0;325.9;12.6;255.9;-33.4;446.1;123.4;1.1;5.4
47.5733947;9.0468587;1627.6;16.51;13.58;88.34;824.9;3.5;93.7;3.8;0.8;0.0;325.9;12.6;255.8;-36.0;446.4;120.8;1.5;7.4
47.5733947;9.0468587;1630.7;16.50;13.55;88.26;824.6;3.5;92.1;3.8;2.2;0.0;325.9;12.5;255.7;-33.7;446.7;123.1;1.7;2.0
47.5733947;9.0468587;1633.0;16.49;13.53;88.21;824.3;3.5;90.5;3.8;3.3;0.0;325.9;12.5;255.6;-40.6;447.0;116.2;1.7;2.6
47.5733947;9.0468587;1635.3;16.46;13.51;88.24;824.1;3.5;88.8;3.8;0.4;0.0;325.9;12.5;255.6;-29.4;447.3;127.3;1.3;6.7
47.5733947;9.0468587;1638.0;16.44;13.49;88.25;823.9;3.4;86.5;3.9;0.2;0.0;325.9;12.5;255.5;-23.9;447.7;132.9;1.6;5.9
47.5733947;9.0468587;1640.5;16.43;13.47;88.22;823.6;3.4;85.4;4.0;2.1;0.0;325.9;12.5;255.4;-32.4;448.0;124.3;1.1;2.5
47.5733947;9.0468587;1642.9;16.40;13.45;88.21;823.3;3.4;84.6;4.0;2.5;0.0;325.9;12.5;255.3;-41.2;448.2;115.6;1.3;5.1
47.5733947;9.0468587;1645.3;16.39;13.43;88.20;823.0;3.5;83.6;4.1;2.4;0.0;325.9;12.5;255.2;-36.6;448.5;120.2;0.9;3.8
47.5733947;9.0468587;1648.0;16.37;13.41;88.20;822.8;3.5;82.5;4.1;0.6;0.0;325.9;12.5;255.2;-22.8;448.9;134.0;1.1;3.5
47.5733947;9.0468587;1650.5;16.34;13.40;88.24;822.5;3.6;82.0;4.2;0.2;0.0;325.9;12.5;255.1;-27.7;449.2;129.1;1.2;7.4
47.5733947;9.0468587;1652.4;16.32;13.38;88.29;822.3;3.6;81.4;4.3;0.3;0.0;325.8;12.5;255.0;-29.3;449.5;127.5;0.9;8.1
47.5733947;9.0468587;1655.4;16.31;13.37;88.25;822.0;3.6;80.8;4.3;4.1;0.0;325.8;12.5;254.9;-37.1;449.8;119.7;0.5;1.0
47.5733947;9.0468587;1657.6;16.30;13.35;88.21;821.7;3.7;79.8;4.3;3.1;0.0;325.8;12.5;254.9;-38.4;450.1;118.4;1.3;2.8
47.5733947;9.0468587;1660.7;16.27;13.33;88.29;821.4;3.7;79.5;4.3;0.2;0.0;325.8;12.5;254.8;-25.4;450.5;131.4;0.7;7.0
47.5733947;9.0468587;1662.5;16.26;13.32;88.28;821.2;3.7;79.2;4.3;2.2;0.0;325.8;12.5;254.7;-33.8;450.7;123.0;0.8;3.4
47.5733947;9.0468587;1665.3;16.25;13.29;88.20;820.9;3.7;77.8;4.3;4.3;0.0;325.8;12.5;254.6;-40.1;451.0;116.6;1.5;1.1
47.5733947;9.0468587;1667.8;16.23;13.28;88.24;820.6;3.7;78.2;4.3;1.3;0.0;325.8;12.5;254.5;-30.9;451.3;125.9;0.4;4.9
47.5733947;9.0468587;1670.3;16.22;13.26;88.20;820.4;3.7;78.1;4.3;1.2;0.0;325.8;12.4;254.5;-26.9;451.7;129.9;1.4;2.5
47.5733947;9.0468587;1673.2;16.20;13.24;88.19;820.0;3.7;78.0;4.3;2.3;0.0;325.8;12.4;254.3;-36.9;452.0;119.9;1.1;4.1
47.5733947;9.0468587;1675.3;16.19;13.23;88.17;819.8;3.7;78.4;4.3;2.9;0.0;325.8;12.4;254.3;-36.8;452.3;119.9;0.8;3.0
47.5733947;9.0468587;1678.0;16.19;13.22;88.14;819.6;3.7;78.5;4.3;1.7;0.0;325.8;12.4;254.2;-22.2;452.6;134.6;0.3;-0.0
47.5733947;9.0468587;1680.6;16.17;13.20;88.13;819.4;3.8;78.7;4.3;1.2;0.0;325.8;12.4;254.1;-28.1;453.0;128.7;0.9;3.5
47.5733947;9.0468587;1683.0;16.15;13.17;88.11;819.1;3.8;78.7;4.3;2.1;0.0;325.8;12.4;254.0;-39.7;453.3;117.1;1.8;5.1
47.5733947;9.0468587;1685.4;16.14;13.15;88.09;818.8;3.8;79.1;4.3;1.8;0.0;325.8;12.4;254.0;-34.6;453.5;122.2;1.4;4.0
47.5733947;9.0468587;1688.3;16.11;13.14;88.15;818.6;3.8;79.4;4.3;0.1;0.0;325.8;12.4;253.9;-21.6;453.9;135.2;0.7;6.3
47.5733947;9.0468587;1690.3;16.10;13.13;88.14;818.3;3.9;79.9;4.3;2.1;0.0;325.8;12.4;253.8;-32.7;454.2;124.1;0.9;3.2
47.5733947;9.0468587;1693.3;16.10;13.10;88.05;818.0;3.9;80.2;4.3;5.5;0.0;325.8;12.4;253.7;-40.3;454.5;116.5;1.1;-0.0
47.5733947;9.0468587;1695.4;16.10;13.09;88.02;817.7;3.8;80.7;4.2;5.0;0.0;325.8;12.4;253.6;-36.5;454.8;120.3;0.2;-0.0
47.5733947;9.0468587;1698.0;16.06;13.07;88.08;817.5;3.8;80.8;4.2;0.0;0.0;325.8;12.4;253.6;-23.2;455.1;133.6;1.6;8.8
47.5733947;9.0468587;1700.6;16.01;13.05;88.17;817.3;3.7;80.7;4.2;0.0;0.0;325.7;12.4;253.5;-26.0;455.5;130.8;1.6;11.1
47.5733947;9.0468587;1703.1;15.99;13.04;88.18;816.9;3.7;80.7;4.1;3.7;0.0;325.7;12.4;253.4;-39.7;455.8;117.0;0.3;3.8
47.5733947;9.0468587;1705.4;15.98;13.02;88.18;816.6;3.6;80.5;4.0;3.3;0.0;325.7;12.4;253.3;-40.1;456.0;116.7;0.9;3.9
47.5733947;9.0468587;1708.0;15.96;12.99;88.16;816.4;3.6;80.4;3.8;0.2;0.0;325.7;12.4;253.3;-22.5;456.4;134.3;1.8;4.7
47.5733947;9.0468587;1710.7;15.93;12.98;88.20;816.2;3.6;80.4;3.8;0.5;0.0;325.7;12.3;253.2;-26.7;456.7;130.1;0.8;5.9
47.5733947;9.0468587;1713.0;15.92;12.97;88.20;815.9;3.5;80.2;3.8;3.7;0.0;325.7;12.3;253.1;-37.4;457.0;119.4;0.3;2.6
47.5733947;9.0468587;1715.4;15.91;12.96;88.19;815.6;3.5;79.0;3.7;2.0;0.0;325.7;12.3;253.0;-29.8;457.3;127.0;0.5;2.6
47.5733947;9.0468587;1718.4;15.91;12.95;88.15;815.4;3.4;77.5;3.8;3.1;0.0;325.7;12.3;252.9;-28.6;457.7;128.2;0.3;-0.0
47.5733947;9.0468587;1720.5;15.91;12.93;88.09;815.1;3.4;76.7;3.8;5.3;0.0;325.7;12.3;252.9;-39.0;457.9;117.8;1.1;-0.0
47.5733947;9.0468587;1723.5;15.91;12.91;88.01;814.8;3.4;76.1;3.8;4.6;0.0;325.7;12.3;252.8;-35.7;458.3;121.0;0.8;-0.0
47.5733947;9.0468587;1725.4;15.91;12.90;87.97;814.6;3.3;74.9;3.7;3.9;0.0;325.7;12.3;252.7;-33.0;458.6;123.7;0.8;-0.0
47.5733947;9.0468587;1728.0;15.91;12.88;87.91;814.4;3.2;74.7;3.7;3.1;0.0;325.7;12.3;252.6;-29.4;458.9;127.3;0.8;-0.0
47.5733947;9.0468587;1730.7;15.91;12.87;87.86;814.0;3.2;74.8;3.7;8.5;0.0;325.7;12.3;252.5;-46.1;459.2;110.7;0.2;-0.0
47.5733947;9.0468587;1733.1;15.91;12.86;87.82;813.7;3.2;75.2;3.7;7.1;0.0;325.7;12.3;252.4;-42.4;459.5;114.4;0.3;-0.0
47.5733947;9.0468587;1735.3;15.91;12.85;87.80;813.5;3.1;75.7;3.6;2.5;0.0;325.7;12.3;252.3;-25.3;459.7;131.5;0.1;-0.0
47.5733947;9.0468587;1737.8;15.91;12.84;87.75;813.3;3.1;76.3;3.5;1.4;0.0;325.7;12.3;252.3;-20.1;460.1;136.6;0.8;-0.0
47.5733947;9.0468587;1740.7;15.91;12.82;87.70;813.1;3.0;76.7;3.5;2.3;0.0;325.7;12.3;252.2;-25.0;460.5;131.7;0.6;-0.0
47.5733947;9.0468587;1742.7;15.90;12.81;87.71;812.9;3.0;76.9;3.4;2.2;0.0;325.7;12.3;252.1;-34.8;460.7;122.0;0.6;4.5
47.5733947;9.0468587;1745.5;15.88;12.79;87.69;812.5;3.0;76.6;3.4;3.6;0.0;325.7;12.3;252.0;-39.3;461.0;117.4;0.8;3.4
47.5733947;9.0468587;1747.5;15.88;12.79;87.66;812.3;3.0;76.7;3.3;4.3;0.0;325.7;12.3;252.0;-32.9;461.3;123.9;0.2;-0.0
47.5733947;9.0468587;1750.6;15.88;12.77;87.60;811.9;3.0;76.5;3.3;6.0;0.0;325.7;12.3;251.8;-39.3;461.6;117.5;0.6;-0.0
47.5733947;9.0468587;1753.0;15.87;12.75;87.59;811.6;3.0;76.4;3.3;4.0;0.0;325.7;12.3;251.7;-41.5;461.9;115.3;0.8;3.7
47.5733947;9.0468587;1755.4;15.84;12.73;87.63;811.4;3.0;76.5;3.3;0.1;0.0;325.7;12.3;251.7;-26.3;462.2;130.5;1.4;7.5
47.5733947;9.0468587;1757.4;15.82;12.71;87.63;811.2;3.0;75.9;3.3;1.2;0.0;325.7;12.3;251.6;-30.2;462.5;126.6;1.1;4.6
47.5733947;9.0468587;1760.6;15.80;12.70;87.61;810.9;3.0;75.4;3.3;1.8;0.0;325.7;12.3;251.5;-29.2;462.9;127.6;0.8;2.9
47.5733947;9.0468587;1763.0;15.79;12.67;87.56;810.6;2.9;74.6;3.3;2.9;0.0;325.7;12.3;251.4;-39.7;463.2;117.1;2.0;3.8
47.5733947;9.0468587;1765.3;15.79;12.64;87.48;810.3;2.9;74.3;3.3;3.8;0.0;325.7;12.3;251.4;-33.8;463.5;123.0;1.5;-0.0
47.5733947;9.0468587;1767.8;15.77;12.63;87.50;810.2;2.9;74.7;3.3;0.1;0.0;325.7;12.2;251.3;-19.7;463.8;137.1;1.3;5.5
47.5733947;9.0468587;1770.6;15.74;12.61;87.56;809.8;3.0;75.0;3.3;1.5;0.0;325.6;12.2;251.2;-34.4;464.2;122.4;0.3;6.4
47.5733947;9.0468587;1773.2;15.71;12.59;87.58;809.5;3.0;75.3;3.3;1.4;0.0;325.6;12.2;251.1;-36.9;464.5;119.9;1.4;6.7
47.5733947;9.0468587;1775.4;15.70;12.57;87.53;809.4;3.0;76.1;3.3;0.6;0.0;325.6;12.2;251.1;-23.2;464.8;133.6;2.1;2.7
47.5733947;9.0468587;1778.1;15.70;12.54;87.45;809.1;3.0;75.8;3.3;3.3;0.0;325.6;12.2;251.0;-30.6;465.1;126.2;1.3;-0.0
47.5733947;9.0468587;1780.8;15.67;12.52;87.44;808.8;3.0;75.6;3.3;2.6;0.0;325.6;12.2;250.9;-40.8;465.4;116.0;1.4;5.6
47.5733947;9.0468587;1783.1;15.65;12.49;87.45;808.5;3.0;75.7;3.3;1.3;0.0;325.6;12.2;250.8;-35.8;465.7;120.9;1.6;6.5
47.5733947;9.0468587;1785.3;15.63;12.48;87.45;808.3;3.0;75.6;3.3;0.3;0.0;325.6;12.2;250.7;-20.8;466.0;136.0;1.2;4.2
47.5733947;9.0468587;1787.7;15.60;12.46;87.49;808.1;2.9;73.5;3.3;0.0;0.0;325.6;12.2;250.7;-26.2;466.3;130.6;1.7;8.4
47.5733947;9.0468587;1790.4;15.58;12.43;87.44;807.8;2.9;72.3;3.3;3.9;0.0;325.6;12.2;250.6;-39.5;466.6;117.2;1.4;2.8
47.5733947;9.0468587;1793.0;15.57;12.40;87.38;807.4;2.9;71.1;3.3;4.9;0.0;325.6;12.2;250.5;-42.3;466.9;114.5;1.4;2.3
47.5733947;9.0468587;1795.4;15.55;12.37;87.33;807.2;2.8;69.9;3.3;1.0;0.0;325.6;12.2;250.4;-32.9;467.2;123.9;2.5;5.1
47.5733947;9.0468587;1798.1;15.53;12.35;87.33;807.0;2.8;67.6;3.3;0.0;0.0;325.6;12.1;250.3;-19.5;467.6;137.3;1.8;5.8
47.5733947;9.0468587;1800.7;15.50;12.33;87.34;806.7;2.8;66.8;3.3;1.5;0.0;325.6;12.1;250.2;-34.6;467.9;122.1;1.3;5.8
47.5733947;9.0468587;1803.1;15.48;12.30;87.31;806.4;2.8;66.3;3.3;2.9;0.0;325.6;12.1;250.1;-41.8;468.2;115.0;2.0;5.0
47.5733947;9.0468587;1805.4;15.46;12.27;87.30;806.2;2.8;65.7;3.3;0.3;0.0;325.6;12.1;250.1;-24.5;468.5;132.3;1.8;5.3
47.5733947;9.0468587;1808.1;15.44;12.25;87.30;806.0;2.8;65.4;3.2;0.5;0.0;325.5;12.1;250.0;-27.8;468.8;128.9;1.7;5.8
47.5733947;9.0468587;1810.8;15.42;12.22;87.25;805.6;2.7;64.8;3.2;3.1;0.0;325.5;12.1;249.9;-38.1;469.1;118.6;1.7;3.4
47.5733947;9.0468587;1813.2;15.40;12.19;87.22;805.4;2.7;64.3;3.2;1.8;0.0;325.5;12.1;249.8;-36.2;469.4;120.6;2.0;5.1
47.5733947;9.0468587;1815.4;15.38;12.17;87.20;805.2;2.7;63.9;3.2;0.3;0.0;325.5;12.1;249.8;-25.2;469.7;131.6;2.0;5.4
47.5733947;9.0468587;1817.9;15.37;12.14;87.13;804.9;2.7;63.1;3.2;3.2;0.0;325.5;12.1;249.7;-33.3;470.0;123.5;1.6;1.2
47.5733947;9.0468587;1820.6;15.35;12.12;87.15;804.7;2.6;62.6;3.2;0.9;0.0;325.5;12.1;249.6;-29.9;470.4;126.9;1.1;5.8
47.5733947;9.0468587;1823.0;15.32;12.10;87.16;804.4;2.6;61.6;3.1;0.7;0.0;325.5;12.1;249.5;-33.2;470.7;123.6;1.8;7.4
47.5733947;9.0468587;1825.4;15.30;12.07;87.14;804.2;2.6;60.5;3.0;1.1;0.0;325.5;12.0;249.4;-31.8;471.0;125.0;1.9;5.2
47.5733947;9.0468587;1827.7;15.27;12.05;87.17;803.9;2.6;59.6;3.0;0.2;0.0;325.5;12.0;249.4;-27.9;471.3;128.9;1.7;7.7
47.5733947;9.0468587;1830.4;15.21;12.01;87.25;803.6;2.6;58.9;3.0;0.0;0.0;325.5;12.0;249.3;-32.8;471.6;124.0;2.1;12.3
47.5733947;9.0468587;1833.0;15.18;11.99;87.25;803.3;2.6;58.1;2.8;1.6;0.0;325.5;12.0;249.2;-36.3;471.9;120.5;1.6;5.9
47.5733947;9.0468587;1835.3;15.17;11.96;87.20;803.1;2.6;57.9;2.8;1.5;0.0;325.5;12.0;249.1;-28.2;472.2;128.6;1.7;2.6
47.5733947;9.0468587;1837.7;15.17;11.94;87.10;802.9;2.5;58.8;2.8;3.6;0.0;325.5;12.0;249.1;-32.5;472.5;124.3;1.9;-0.0
47.5733947;9.0468587;1840.4;15.15;11.90;87.06;802.5;2.5;58.8;2.8;2.1;0.0;325.4;12.0;248.9;-39.1;472.8;117.7;2.2;5.5
47.5733947;9.0468587;1843.0;15.09;11.87;87.14;802.2;2.5;59.0;2.8;0.1;0.0;325.4;12.0;248.9;-32.0;473.2;124.8;2.4;13.0
47.5733947;9.0468587;1845.3;15.06;11.85;87.17;802.1;2.5;59.7;2.7;0.0;0.0;325.4;12.0;248.8;-21.2;473.5;135.6;1.9;7.9
47.5733947;9.0468587;1847.7;15.05;11.83;87.15;801.8;2.5;59.3;2.7;2.3;0.0;325.4;12.0;248.7;-30.2;473.8;126.6;1.0;2.6
47.5733947;9.0468587;1850.4;15.01;11.80;87.17;801.5;2.5;58.9;2.7;1.2;0.0;325.4;11.9;248.6;-37.7;474.1;119.0;1.7;7.7
47.5733947;9.0468587;1853.0;14.99;11.77;87.16;801.2;2.5;58.2;2.7;1.6;0.0;325.4;11.9;248.5;-36.0;474.4;120.8;1.7;5.8
47.5733947;9.0468587;1855.5;14.96;11.75;87.16;801.0;2.4;56.3;2.7;0.1;0.0;325.4;11.9;248.5;-24.0;474.7;132.8;2.0;6.2
47.5733947;9.0468587;1857.8;14.93;11.71;87.14;800.8;2.4;54.0;2.7;0.2;0.0;325.4;11.9;248.4;-22.4;475.1;134.4;3.3;9.0
47.5733947;9.0468587;1860.5;14.93;11.68;87.03;800.5;2.3;53.1;2.7;5.5;0.0;325.4;11.9;248.3;-38.3;475.4;118.5;1.8;-0.0
47.5733947;9.0468587;1862.7;14.90;11.66;87.07;800.3;2.3;52.0;2.7;0.5;0.0;325.4;11.9;248.3;-27.7;475.6;129.1;0.9;6.9
47.5733947;9.0468587;1865.6;14.87;11.64;87.11;800.0;2.3;50.8;2.7;0.5;0.0;325.3;11.9;248.2;-29.8;476.0;127.0;1.4;7.2
47.5733947;9.0468587;1867.6;14.87;11.61;87.01;799.8;2.2;49.1;2.7;5.0;0.0;325.3;11.9;248.1;-37.9;476.3;118.9;2.3;-0.0
47.5733947;9.0468587;1870.7;14.83;11.58;87.02;799.5;2.2;48.4;2.7;0.3;0.0;325.3;11.9;248.0;-27.9;476.7;128.9;1.9;6.9
47.5733947;9.0468587;1873.0;14.80;11.56;87.04;799.2;2.2;48.0;2.7;2.4;0.0;325.3;11.8;247.9;-39.2;476.9;117.5;1.0;6.4
47.5733947;9.0468587;1875.4;14.78;11.53;87.02;799.0;2.1;46.9;2.7;0.7;0.0;325.3;11.8;247.9;-31.9;477.2;124.8;2.3;6.4
47.5733947;9.0468587;1877.8;14.74;11.50;87.06;798.7;2.0;45.1;2.6;0.3;0.0;325.3;11.8;247.8;-32.1;477.5;124.7;1.7;8.9
47.5733947;9.0468587;1880.5;14.74;11.48;86.97;798.4;2.0;44.0;2.5;5.9;0.0;325.3;11.8;247.7;-38.2;477.8;118.6;1.4;-0.0
47.5733947;9.0468587;1883.0;14.71;11.45;86.99;798.1;1.9;42.6;2.5;0.7;0.0;325.3;11.8;247.6;-31.8;478.2;125.0;1.5;7.1
47.5733947;9.0468587;1885.5;14.68;11.43;87.00;797.9;1.9;39.6;2.5;0.2;0.0;325.3;11.8;247.5;-27.5;478.5;129.2;2.0;7.5
47.5733947;9.0468587;1887.9;14.68;11.41;86.92;797.7;1.9;36.8;2.5;3.4;0.0;325.3;11.8;247.5;-29.2;478.8;127.6;1.3;-0.0
47.5733947;9.0468587;1890.5;14.66;11.38;86.92;797.4;1.9;35.0;2.5;1.4;0.0;325.3;11.8;247.4;-33.8;479.1;122.9;1.7;5.7
47.5733947;9.0468587;1893.1;14.63;11.35;86.91;797.1;1.9;33.1;2.4;1.3;0.0;325.3;11.8;247.3;-33.5;479.4;123.2;1.7;5.9
47.5733947;9.0468587;1895.5;14.62;11.33;86.87;796.9;1.9;30.2;2.3;1.3;0.0;325.3;11.8;247.2;-25.8;479.7;131.0;1.5;2.5
47.5733947;9.0468587;1898.1;14.59;11.30;86.86;796.7;1.9;29.0;2.2;0.2;0.0;325.2;11.7;247.1;-27.6;480.1;129.1;2.3;6.9
47.5733947;9.0468587;1900.7;14.56;11.28;86.89;796.4;1.9;28.7;2.2;1.4;0.0;325.2;11.7;247.1;-35.2;480.4;121.6;1.2;6.9
47.5733947;9.0468587;1902.7;14.55;11.27;86.89;796.2;1.9;28.7;2.2;2.2;0.0;325.2;11.7;247.0;-29.1;480.6;127.7;0.6;3.0
47.5733947;9.0468587;1905.6;14.51;11.23;86.92;795.8;1.8;28.1;2.2;0.4;0.0;325.2;11.7;246.9;-32.1;481.0;124.7;1.9;8.4
47.5733947;9.0468587;1907.5;14.50;11.21;86.88;795.6;1.8;27.9;2.2;4.2;0.0;325.2;11.7;246.8;-39.3;481.2;117.4;1.3;3.1
47.5733947;9.0468587;1910.5;14.47;11.18;86.89;795.3;1.9;27.8;2.2;0.7;0.0;325.2;11.7;246.7;-29.2;481.6;127.6;1.6;5.9
47.5733947;9.0468587;1912.7;14.45;11.17;86.89;795.1;1.9;27.8;2.2;0.8;0.0;325.2;11.7;246.7;-28.7;481.9;128.1;1.4;5.5
47.5733947;9.0468587;1915.5;14.43;11.14;86.87;794.8;1.9;28.2;2.2;1.2;0.0;325.2;11.7;246.6;-28.9;482.3;127.9;1.5;4.2
47.5733947;9.0468587;1917.5;14.41;11.12;86.84;794.6;1.9;28.0;2.2;2.6;0.0;325.2;11.7;246.5;-33.2;482.5;123.6;1.4;3.1
47.5733947;9.0468587;1920.6;14.39;11.09;86.80;794.4;1.9;27.2;2.2;1.4;0.0;325.2;11.7;246.4;-29.1;482.9;127.7;1.7;3.8
47.5733947;9.0468587;1922.7;14.37;11.07;86.81;794.2;1.9;26.1;2.2;0.3;0.0;325.2;11.7;246.4;-28.7;483.2;128.1;1.9;7.3
47.5733947;9.0468587;1925.6;14.34;11.05;86.82;793.8;1.9;25.1;2.2;2.0;0.0;325.2;11.6;246.3;-33.7;483.5;123.0;0.9;5.1
47.5733947;9.0468587;1927.6;14.33;11.03;86.80;793.6;1.9;24.9;2.2;3.5;0.0;325.2;11.6;246.2;-39.8;483.8;117.0;1.5;4.5
47.5733947;9.0468587;1930.7;14.31;10.99;86.73;793.3;2.0;24.7;2.3;2.1;0.0;325.2;11.6;246.1;-31.7;484.1;125.1;1.9;2.9
47.5733947;9.0468587;1932.7;14.30;10.97;86.71;793.1;2.0;24.4;2.3;0.8;0.0;325.1;11.6;246.1;-26.6;484.4;130.2;1.6;4.5
47.5733947;9.0468587;1935.6;14.27;10.95;86.73;792.8;2.0;23.7;2.3;0.5;0.0;325.1;11.6;246.0;-26.7;484.8;130.1;1.3;6.2
47.5733947;9.0468587;1937.5;14.25;10.93;86.74;792.6;2.0;23.1;2.3;1.9;0.0;325.1;11.6;245.9;-31.4;485.0;125.3;0.7;4.6
47.5733947;9.0468587;1940.6;14.24;10.90;86.67;792.3;2.0;23.0;2.3;3.8;0.0;325.1;11.6;245.8;-35.0;485.4;121.7;1.5;2.0
47.5733947;9.0468587;1942.7;14.22;10.88;86.65;792.1;1.9;22.9;2.2;2.1;0.0;325.1;11.6;245.7;-35.1;485.7;121.7;1.6;4.9
47.5733947;9.0468587;1945.7;14.19;10.85;86.65;791.7;1.9;22.6;2.2;1.4;0.0;325.1;11.6;245.6;-31.9;486.0;124.9;1.4;5.5
47.5733947;9.0468587;1947.7;14.17;10.83;86.64;791.5;1.9;19.8;2.1;0.7;0.0;325.1;11.6;245.6;-30.3;486.3;126.4;2.1;6.1
47.5733947;9.0468587;1950.6;14.15;10.81;86.65;791.3;1.8;17.4;2.1;1.2;0.0;325.1;11.6;245.5;-29.1;486.7;127.7;1.0;5.1
47.5733947;9.0468587;1952.6;14.14;10.79;86.63;791.0;1.8;15.1;2.1;4.1;0.0;325.1;11.5;245.4;-37.2;486.9;119.6;1.1;3.0
47.5733947;9.0468587;1955.6;14.13;10.76;86.56;790.7;1.8;11.7;2.1;3.6;0.0;325.1;11.5;245.3;-34.4;487.3;122.4;1.5;2.0
47.5733947;9.0468587;1957.5;14.10;10.75;86.59;790.5;1.7;6.9;2.1;0.5;0.0;325.1;11.5;245.3;-29.5;487.5;127.3;1.1;7.6
47.5733947;9.0468587;1960.5;14.05;10.71;86.66;790.2;1.7;3.6;2.1;0.2;0.0;325.1;11.5;245.2;-23.6;487.9;133.2;2.3;10.9
47.5733947;9.0468587;1962.6;14.02;10.69;86.67;790.0;1.7;0.3;2.1;0.6;0.0;325.0;11.5;245.1;-31.8;488.2;125.0;1.8;7.3
47.5733947;9.0468587;1965.5;14.00;10.66;86.61;789.7;1.7;355.3;2.1;2.8;0.0;325.0;11.5;245.0;-33.7;488.5;123.1;1.6;3.1
47.5733947;9.0468587;1967.5;13.99;10.63;86.56;789.5;1.6;350.7;2.2;1.4;0.0;325.0;11.5;245.0;-31.9;488.8;124.8;2.5;4.4
47.5733947;9.0468587;1970.5;13.97;10.59;86.49;789.2;1.6;348.7;2.2;2.2;0.0;325.0;11.5;244.9;-31.7;489.2;125.1;2.0;3.0
